
=== open /dev/ttyUSB0 9600 8N1 at 2026-07-27T11:41:57.406272704+02:00
       0.065 CFG   read timeout 500ms
   13267.821 RX    81 4F 03 6B 00 30
   13277.996 RX    0C B2 00 00 00
   13278.031 TX    7D
   13298.355 RX    7D 7D 21 40
   13308.532 RX    0A FF 91 00 58
   13328.920 RX    FF FF 01 00 89
   13349.288 RX    64 00 00 29 FF
   13359.484 RX    00 30 80 7C 95
   13379.818 RX    00 26 00 26 00 26 00 26 00
   13390.140 RX    00 00
   13390.191 TX    80
   13410.604 RX    80 80 1C 00 00
   13421.072 RX    86 72 72 FF 65
   13441.731 RX    78 25 00 80 01
   13452.431 RX    00 00 00 1D
   13472.834 RX    81 4F 03 6B 00 30
   13493.317 RX    0C B2 00 00 00
   13493.360 TX    7D
   13503.524 RX    7D 7D
   13524.039 RX    21 40 0A FF 91
   13534.235 RX    00 58 FF FF 01
   13554.655 RX    00 89 64 00
   13564.870 RX    00 29 FF 00 30
   13585.217 RX    80 7C 95 00 26 00 26 00
   13605.550 RX    26 00 26 00 00 00
   13605.611 TX    80
   13615.767 RX    80 80
   13636.175 RX    1C 00 00 86 72
   13646.464 RX    72 FF 65 78 25
   13666.829 RX    00 80 01 00 00
   13677.010 RX    00 1D 81 4F 03
   13697.519 RX    6B 00 30 0C B2 00 00
   13717.902 RX    00
   13717.948 TX    7D
   13728.214 RX    7D 7D
   13749.109 RX    21 40 0A FF 91
   13759.488 RX    00 58 FF FF 01
   13780.087 RX    00 89 64 00 00
   13790.387 RX    29 FF 00 30 80
   13810.749 RX    7C 95 00 26 00 26 00
   13820.997 RX    26 00 26 00 00 00
   13821.061 TX    80
   13841.460 RX    80 80 1C 00 00 86
   13861.855 RX    72 72 FF 65 78
   13872.082 RX    24 00 80 01 00
   13892.563 RX    00 00 1D 81
   13902.827 RX    4F 03 6B 00 30 0C B2
   13923.297 RX    00 00 00
   13923.364 TX    7D
   13933.574 RX    7D 7D 21
   13954.023 RX    40 0A FF 91 00
   13964.293 RX    58 FF FF 01 00
   13984.740 RX    89 64 00 00
   14005.145 RX    29 FF 00 30 80
   14015.427 RX    7C 95 00 26 00 26 00 26 00
   14035.752 RX    26 00 00 00
   14035.798 TX    80
   14046.048 RX    80 80 1C
   14066.375 RX    00 00 86 72 72
   14076.552 RX    FF 65 78 25 00
   14096.936 RX    80 01 00 00 00
   14117.535 RX    1D 81 4F 03 6B 00
   14127.801 RX    30 0C B2 00 00 00
   14127.857 TX    7D
   14148.488 RX    7D 7D 21
   14158.700 RX    40 0A FF 91 00
   14179.223 RX    58 FF FF 01 00
   14189.393 RX    89 64 00 00 29
   14209.781 RX    FF 00 30 80 7C
   14219.965 RX    95 00 26 00 26 00 26 00
   14240.311 RX    26 00 00 00
   14240.376 TX    80
   14260.699 RX    80 80 1C
   14270.886 RX    00 00 86 72 72 FF
   14291.243 RX    65 78 25 00 80
   14301.424 RX    01 00 00 00 1D
   14321.776 RX    81 4F 03 6B 00
   14331.976 RX    30 0C B2 00 00 00
   14332.024 TX    7D
   14352.317 RX    7D 7D 21 40 0A
   14372.771 RX    FF 91 00 58 FF
   14382.981 RX    FF 01 00 89 64
   14403.406 RX    00 00 29 FF
   14413.611 RX    00 30 80 7C 95 00
   14434.006 RX    26 00 26 00 26 00 26 00 00
   14444.214 RX    00
   14444.306 TX    80
   14464.632 RX    80 80 1C 00 00 86
   14485.071 RX    72 72 FF 65 78
   14495.260 RX    25 00 80 01
   14515.615 RX    00 00 00 1D 81
   14525.792 RX    4F 03 6B 00 30 0C B2
   14546.157 RX    00 00 00
   14546.200 TX    7D
   14556.376 RX    7D 7D 21
   14576.777 RX    40 0A FF 91
   14597.203 RX    00 58 FF FF 01
   14608.164 RX    00 89 64 00 00
   14628.792 RX    29 FF 00 30 80
   14638.985 RX    7C 95 00 26 00 26 00 26
   14659.377 RX    00 26 00 00 00
   14659.426 TX    80
   14669.606 RX    80 80
   14689.989 RX    1C 00 00 86 72 72
   14700.198 RX    FF 65 78 25 00
   14720.581 RX    80 01 00 00 00
   14741.009 RX    1D 81 4F 03 6B
   14751.220 RX    00 30 0C B2 00 00
   14771.549 RX    00
   14771.593 TX    7D
   14781.777 RX    7D 7D 21
   14802.145 RX    40 0A FF 91 00
   14812.317 RX    58 FF FF 01 00
   14832.708 RX    89 64 00 00
   14853.116 RX    29 FF 00 30 80
   14863.347 RX    7C 95 00 26 00 26 00 26 00
   14883.788 RX    26 00 00 00
   14883.838 TX    80
   14894.013 RX    80 80 1C
   14914.442 RX    00 00 86 72 72 FF
   14924.621 RX    65 78 25 00
   14945.033 RX    80 01 00 00 00
   14965.382 RX    1D 81 4F 03 6B 00
   14975.600 RX    30 0C B2 00 00 00
   14975.661 TX    7D
   14995.977 RX    7D 7D 21 40
   15006.161 RX    0A FF 91 00
   15026.475 RX    58 FF FF 01 00
   15036.706 RX    89 64 00 00 29
   15057.045 RX    FF 00 30 80 7C 95
   15077.377 RX    00 26 00 26 00 26 00 26
   15087.666 RX    00 00 00
   15087.731 TX    80
   15108.067 RX    80 80 1C
   15118.306 RX    00 00 86 72 72 FF
   15138.709 RX    65 78 25 00 80
   15148.920 RX    01 00 00 00 1D
   15169.521 RX    81 4F 03 6B 00 30
   15179.730 RX    0C B2 00 00 00
   15179.780 TX    7D
   15200.132 RX    7D 7D 21 40 0A
   15220.636 RX    FF 91 00 58 FF
   15230.840 RX    FF 01 00 89 64
   15251.268 RX    00 00 29 FF 00
   15261.472 RX    30 80 7C 95 00
   15281.867 RX    26 00 26 00 26 00 26 00 00
   15292.098 RX    00
   15292.156 TX    80
   15312.499 RX    80 80 1C 00 00 86
   15332.933 RX    72 72 FF 65 78
   15343.117 RX    25 00 80 01
   15363.488 RX    00 00 00 1D 81
   15373.690 RX    4F 03 6B 00 30 0C B2
   15394.096 RX    00 00 00
   15394.167 TX    7D
   15404.420 RX    7D 7D 21
   15424.879 RX    40 0A FF 91 00
   15445.441 RX    58 FF FF 01
   15455.681 RX    00 89 64 00 00
   15476.169 RX    29 FF 00 30 80
   15486.365 RX    7C 95 00 26 00 26 00 26
   15506.769 RX    00 26 00 00 00
   15506.848 TX    80
   15517.366 RX    80 80 1C
   15537.765 RX    00 00 86 72 72
   15547.967 RX    FF 65 78 25 00
   15569.067 RX    80 01 00 00 00
   15579.510 RX    1D 81 4F 03 6B 00
   15600.011 RX    30 0C B2 00 00 00
   15600.062 TX    7D
   15620.480 RX    7D 7D 21
   15630.699 RX    40 0A FF 91 00
   15651.077 RX    58 FF FF 01 00
   15661.299 RX    89 64 00 00 29
   15681.870 RX    FF 00 30 80 7C
   15692.153 RX    95 00 26 00 26 00 26 00
   15712.527 RX    26 00 00 00
   15712.602 TX    80
   15733.117 RX    80 80 1C
   15743.459 RX    00 00 86 72 72 FF
   15764.001 RX    65 78 25 00 80
   15774.209 RX    01 00 00 00
   15794.738 RX    1D 81 4F 03 6B 00
   15804.953 RX    30 0C B2 00 00 00
   15805.016 TX    7D
   15825.620 RX    7D 7D 21 40 0A
   15835.870 RX    FF 91 00 58 FF
   15856.523 RX    FF 01 00 89
   15877.021 RX    64 00 00 29 FF
   15887.476 RX    00 30 80 7C 95 00
   15908.253 RX    26 00 26 00 26 00 26 00 00
   15918.537 RX    00
   15918.589 TX    80
   15938.934 RX    80 80 1C 00
   15949.251 RX    00 86 72 72 FF
   15969.826 RX    65 78 25 00 80
   15980.410 RX    01 00 00 00 1D
   16001.348 RX    81 4F 03 6B 00 30
   16011.584 RX    0C B2 00 00 00
   16011.638 TX    7D
   16032.077 RX    7D 7D 21 40 0A
   16052.544 RX    FF 91 00 58 FF
   16062.736 RX    FF 01 00 89 64
   16083.242 RX    00 00 29 FF 00
   16093.486 RX    30 80 7C 95 00 26
   16113.825 RX    00 26 00 26 00 26 00 00
   16123.998 RX    00
   16124.045 TX    80
   16144.509 RX    80 80 1C 00 00 86
   16164.879 RX    71 72 FF 65 78
   16175.071 RX    25 00 80 01 00
   16195.777 RX    00 00 1D 81
   16205.993 RX    4F 03 6B 00 30 0C B2
   16226.590 RX    00 00 00
   16226.633 TX    7D
   16236.851 RX    7D 7D 21
   16257.320 RX    40 0A FF 91 00
   16267.527 RX    58 FF FF 01 00
   16287.952 RX    89 64 00 00
   16308.945 RX    29 FF 00 30 80
   16319.244 RX    7C 95 00 26 00 26 00 26 00
   16339.909 RX    26 00 00 00
   16340.051 TX    80
   16350.328 RX    80 80 1C
   16371.251 RX    00 00 86 72 72
   16381.615 RX    FF 65 78 25 00
   16402.228 RX    80 01 00 00 00
   16412.503 RX    1D 81 4F 03 6B 00
   16432.976 RX    30 0C B2 00 00 00
   16433.046 TX    7D
   16443.327 RX    7D 7D 21
   16463.978 RX    40 0A FF 91 00
   16475.082 RX    58 FF FF 01 00
   16495.584 RX    89 64 00 00 29
   16516.187 RX    FF 00 30 80 7C
   16526.383 RX    95 00 26 00 26 00 26 00 26
   16546.864 RX    00 00 00
   16546.939 TX    80
   16557.200 RX    80 80
   16577.600 RX    1C 00 00 86 72 72
   16587.808 RX    FF 65 78 25 00
   16608.221 RX    80 01 00 00 00
   16628.674 RX    1D 81 4F 03 6B
   16638.901 RX    00 30 0C B2 00 00
   16659.311 RX    00
   16659.365 TX    7D
   16669.527 RX    7D 7D
   16689.918 RX    21 40 0A FF 91
   16700.135 RX    00 58 FF FF 01
   16720.525 RX    00 89 64 00 00
   16740.908 RX    29 FF 00 30
   16751.117 RX    80 7C 95 00 26 00 26 00
   16771.572 RX    26 00 26 00 00 00
   16771.630 TX    80
   16781.963 RX    80 80 1C
   16802.363 RX    00 00 86 72 72
   16812.561 RX    FF 65 78 25 00
   16832.961 RX    80 01 00 00 00
   16843.173 RX    1D 81 4F 03 6B 00
   16863.539 RX    30 0C B2 00 00 00
   16863.591 TX    7D
   16883.954 RX    7D 7D 21
   16894.337 RX    40 0A FF 91 00
   16914.744 RX    58 FF FF 01 00
   16924.991 RX    89 64 00 00 29
   16945.397 RX    FF 00 30 80 7C
   16955.580 RX    95 00 26 00 26 00 26 00 26
   16976.011 RX    00 00 00
   16976.067 TX    80
   16996.493 RX    80 80 1C
   17006.662 RX    00 00 86 72 72 FF
   17027.093 RX    65 78 25 00 80
   17037.348 RX    01 00 00 00 1D
   17057.735 RX    81 4F 03 6B 00
   17067.945 RX    30 0C B2 00 00 00
   17068.020 TX    7D
   17088.365 RX    7D 7D 21 40 0A
   17108.776 RX    FF 91 00 58 FF
   17119.021 RX    FF 01 00 89 64
   17139.463 RX    00 00 29 FF
   17149.692 RX    00 30 80 7C 95 00
   17170.128 RX    26 00 26 00 26 00 26 00 00
   17180.326 RX    00
   17180.378 TX    80
   17200.790 RX    80 80 1C 00 00 86
   17211.127 RX    71 72 FF 65 78
   17231.593 RX    25 00 80 01
   17252.014 RX    00 00 00 1D 81
   17262.233 RX    4F 03 6B 00 30 0C B2
   17282.627 RX    00 00 00
   17282.674 TX    7D
   17292.870 RX    7D 7D 21
   17313.242 RX    40 0A FF 91
   17323.457 RX    00 58 FF FF 01
   17343.884 RX    00 89 64 00 00
   17364.375 RX    29 FF 00 30 80
   17374.565 RX    7C 95 00 26 00 26 00 26
   17395.086 RX    00 26 00 00 00
   17395.141 TX    80
   17405.377 RX    80 80
   17425.751 RX    1C 00 00 86 72 72
   17435.946 RX    FF 65 78 25 00
   17456.309 RX    80 01 00 00 00
   17476.728 RX    1D 81 4F 03 6B 00
   17487.532 RX    30 0C B2 00 00
   17508.041 RX    00
   17508.105 TX    7D
   17518.454 RX    7D 7D
   17538.858 RX    21 40 0A FF 91
   17549.204 RX    00 58 FF FF 01
   17570.140 RX    00 89 64 00 00
   17580.391 RX    29 FF 00 30
   17600.786 RX    80 7C 95 00 26 00 26 00
   17611.031 RX    26 00 26 00 00 00
   17611.077 TX    80
   17631.315 RX    80 80 1C 00 00 86
   17651.814 RX    72 72 FF 65 78
   17662.153 RX    24 00 80 01
   17682.668 RX    00 00 00 1D 81
   17692.958 RX    4F 03 6B 00 30 0C B2
   17713.774 RX    00 00 00
   17713.866 TX    7D
   17724.160 RX    7D 7D 21
   17744.996 RX    40 0A FF 91 00
   17755.460 RX    58 FF FF 01
   17776.053 RX    00 89 64 00 00
   17796.664 RX    29 FF 00 30 80
   17806.883 RX    7C 95 00 26 00 26 00 26
   17827.376 RX    00 26 00 00 00
   17827.430 TX    80
   17837.592 RX    80 80
   17858.094 RX    1C 00 00 86 72 72
   17868.353 RX    FF 65 78 25 00
   17889.081 RX    80 01 00 00 00
   17899.775 RX    1D 81 4F 03 6B 00
   17920.371 RX    30 0C B2 00 00
   17940.730 RX    00
   17940.800 TX    7D
   17951.052 RX    7D 7D
   17971.519 RX    21 40 0A FF 91
   17981.711 RX    00 58 FF FF 01
   18002.171 RX    00 89 64 00 00
   18012.373 RX    29 FF 00 30
   18032.744 RX    80 7C 95 00 26 00 26 00
   18043.069 RX    26 00 26 00 00 00
   18043.122 TX    80
   18063.624 RX    80 80 1C 00 00 86
   18083.999 RX    72 72 FF 65 78
   18094.178 RX    25 00 80 01
   18114.551 RX    00 00 00 1D 81
   18124.825 RX    4F 03 6B 00 30 0C B2
   18145.285 RX    00 00 00
   18145.336 TX    7D
   18155.670 RX    7D 7D 21
   18176.047 RX    40 0A FF 91 00
   18196.376 RX    58 FF FF 01
   18206.571 RX    00 89 64 00 00
   18226.960 RX    29 FF 00 30 80
   18237.150 RX    7C 95 00 26 00 26 00 26 00
   18257.903 RX    26 00 00 00
   18257.962 TX    80
   18268.144 RX    80 80 1C
   18288.539 RX    00 00 86 72 72
   18298.741 RX    FF 65 78 25 00
   18319.132 RX    80 01 00 00 00
   18339.524 RX    1D 81 4F 03 6B 00
   18349.728 RX    30 0C B2 00 00 00
   18349.775 TX    7D
   18370.136 RX    7D 7D 21 40
   18380.368 RX    0A FF 91 00 58
   18400.830 RX    FF FF 01 00 89
   18411.070 RX    64 00 00 29 FF
   18431.466 RX    00 30 80 7C 95 00
   18451.818 RX    26 00 26 00 26 00 26 00
   18462.001 RX    00 00
   18462.047 TX    80
   18482.386 RX    80 80 1C 00 00
   18492.922 RX    86 71 72 FF 65
   18513.301 RX    78 25 00 80 01
   18523.483 RX    00 00 00 1D
   18543.882 RX    81 4F 03 6B 00 30
   18564.255 RX    0C B2 00 00 00
   18564.310 TX    7D
   18574.491 RX    7D 7D
   18594.838 RX    21 40 0A FF 91
   18605.006 RX    00 58 FF FF 01
   18625.367 RX    00 89 64 00
   18635.541 RX    00 29 FF 00 30
   18655.880 RX    80 7C 95 00 26 00 26 00
   18676.228 RX    26 00 26 00 00 00
   18676.290 TX    80
   18686.447 RX    80 80
   18706.789 RX    1C 00 00 86 72
   18716.967 RX    72 FF 65 78 25
   18737.368 RX    00 80 01 00 00
   18747.543 RX    00 1D 81 4F 03 6B
   18767.906 RX    00 30 0C B2 00 00
   18788.257 RX    00
   18788.299 TX    7D
   18798.458 RX    7D 7D
   18818.794 RX    21 40 0A FF 91
   18828.971 RX    00 58 FF FF 01
   18849.308 RX    00 89 64 00 00
   18859.482 RX    29 FF 00 30 80
   18879.824 RX    7C 95 00 26 00 26 00
   18900.176 RX    26 00 26 00 00 00
   18900.231 TX    80
   18910.401 RX    80 80
   18930.734 RX    1C 00 00 86 72 72
   18940.934 RX    FF 65 78 25 00
   18961.292 RX    80 01 00 00
   18971.477 RX    00 1D 81 4F 03 6B
   18991.811 RX    00 30 0C B2 00 00
   19012.382 RX    00
   19012.427 TX    7D
   19022.596 RX    7D 7D
   19042.991 RX    21 40 0A FF 91
   19053.182 RX    00 58 FF FF 01
   19073.547 RX    00 89 64 00
   19083.755 RX    00 29 FF 00 30
   19104.065 RX    80 7C 95 00 26 00 26 00
   19124.394 RX    26 00 26 00 00 00
   19124.449 TX    80
   19134.618 RX    80 80
   19154.950 RX    1C 00 00 86 72
   19165.138 RX    72 FF 65 78 25
   19185.571 RX    00 80 01 00 00
   19195.748 RX    00 1D 81 4F 03 6B
   19216.112 RX    00 30 0C B2 00 00
   19236.443 RX    00
   19236.483 TX    7D
   19246.771 RX    7D 7D
   19267.197 RX    21 40 0A FF 91
   19277.379 RX    00 58 FF FF 01
   19297.741 RX    00 89 64 00 00
   19307.921 RX    29 FF 00 30 80
   19328.314 RX    7C 95 00 26 00 26 00
   19338.481 RX    26 00 26 00 00 00
   19338.526 TX    80
   19358.827 RX    80 80 1C 00 00 86
   19379.203 RX    71 72 FF 65 78
   19389.388 RX    25 00 80 01 00
   19409.724 RX    00 00 1D 81
   19419.898 RX    4F 03 6B 00 30 0C B2
   19440.292 RX    00 00 00
   19440.337 TX    7D
   19450.503 RX    7D 7D 21
   19470.841 RX    40 0A FF 91 00
   19491.211 RX    58 FF FF 01 00
   19501.532 RX    89 64 00 00
   19521.919 RX    29 FF 00 30 80
   19532.083 RX    7C 95 00 26 00 26 00 26 00
   19552.351 RX    26 00 00 00
   19552.391 TX    80
   19562.524 RX    80 80 1C
   19582.799 RX    00 00 86 71 72
   19603.056 RX    FF 65 78 25 00
   19613.187 RX    80 01 00 00 00
   19633.416 RX    1D 81 4F 03 6B 00
   19643.545 RX    30 0C B2 00 00 00
   19643.587 TX    7D
   19663.841 RX    7D 7D 21 40
   19684.484 RX    0A FF 91 00 58
   19694.643 RX    FF FF 01 00 89
   19714.904 RX    64 00 00 29 FF
   19725.033 RX    00 30 80 7C 95 00
   19745.299 RX    26 00 26 00 26 00 26 00
   19755.463 RX    00 00
   19755.511 TX    80
   19775.788 RX    80 80 1C 00 00
   19796.051 RX    86 71 72 FF 65
   19806.184 RX    78 24 00 80 01
   19826.409 RX    00 00 00 1D 81
   19836.541 RX    4F 03 6B 00 30
   19856.796 RX    0C B2 00 00 00
   19856.826 TX    7D
   19866.950 RX    7D 7D 21
   19887.202 RX    40 0A FF 91 00
   19907.479 RX    58 FF FF 01 00
   19917.664 RX    89 64 00 00
   19937.922 RX    29 FF 00 30 80
   19948.051 RX    7C 95 00 26 00 26 00 26 00
   19968.288 RX    26 00 00 00
   19968.444 TX    80
   19978.723 RX    80 80 1C
   19999.098 RX    00 00 86 71 72 FF
   20019.826 RX    65 78 25 00
   20030.033 RX    80 01 00 00 00
   20050.435 RX    1D 81 4F 03 6B 00
   20060.666 RX    30 0C B2 00 00 00
   20060.735 TX    7D
   20081.062 RX    7D 7D 21 40 0A
   20091.239 RX    FF 91 00 58
   20111.567 RX    FF FF 01 00 89
   20131.979 RX    64 00 00 29 FF
   20142.155 RX    00 30 80 7C 95 00
   20162.519 RX    26 00 26 00 26 00 26 00 00
   20172.705 RX    00
   20172.748 TX    80
   20193.028 RX    80 80 1C 00 00
   20203.234 RX    86 72 72 FF 65
   20223.495 RX    78 25 00 80 01
   20243.805 RX    00 00 00 1D 81
   20253.976 RX    4F 03 6B 00 30
   20274.297 RX    0C B2 00 00 00
   20274.347 TX    7D
   20284.674 RX    7D 7D
   20305.033 RX    21 40 0A FF 91
   20315.203 RX    00 58 FF FF 01
   20335.526 RX    00 89 64 00 00
   20355.887 RX    29 FF 00 30
   20366.077 RX    80 7C 95 00 26 00 26 00
   20386.390 RX    26 00 26 00 00 00
   20386.439 TX    80
   20396.577 RX    80 80 1C
   20416.901 RX    00 00 86 72 72 FF
   20427.076 RX    65 78 25 00
   20447.373 RX    80 01 00 00 00
   20467.664 RX    1D 81 4F 03 6B 00
   20477.830 RX    30 0C B2 00 00 00
   20477.863 TX    7D
   20498.121 RX    7D 7D 21 40
   20508.777 RX    0A FF 91 00 58
   20529.152 RX    FF FF 01 00
   20539.293 RX    89 64 00 00 29
   20559.624 RX    FF 00 30 80 7C 95
   20579.941 RX    00 26 00 26 00 26 00 26
   20590.097 RX    00 00 00
   20590.146 TX    80
   20610.424 RX    80 80 1C
   20620.575 RX    00 00 86 71 72 FF
   20640.849 RX    65 78 25 00 80
   20650.991 RX    01 00 00 00 1D
   20671.279 RX    81 4F 03 6B 00 30
   20691.774 RX    0C B2 00 00 00
   20691.807 TX    7D
   20701.978 RX    7D 7D
   20722.259 RX    21 40 0A FF 91
   20732.439 RX    00 58 FF FF 01
   20752.752 RX    00 89 64 00 00
   20762.926 RX    29 FF 00 30 80
   20783.262 RX    7C 95 00 26 00 26 00
   20803.841 RX    26 00 26 00 00 00
   20803.881 TX    80
   20814.049 RX    80 80
   20834.476 RX    1C 00 00 86 72 72
   20844.652 RX    FF 65 78 25 00
   20864.979 RX    80 01 00 00
   20875.152 RX    00 1D 81 4F 03 6B
   20895.450 RX    00 30 0C B2 00 00
   20915.793 RX    00
   20915.872 TX    7D
   20926.206 RX    7D 7D
   20946.577 RX    21 40 0A FF 91
   20956.752 RX    00 58 FF FF
   20977.097 RX    01 00 89 64 00
   20987.292 RX    00 29 FF 00 30
   21007.635 RX    80 7C 95 00 26 00 26 00
   21018.475 RX    26 00 26 00 00 00
   21018.521 TX    80
   21038.841 RX    80 80 1C 00 00
   21059.200 RX    86 72 72 FF 65
   21069.374 RX    78 25 00 80 01
   21089.713 RX    00 00 00 1D 81
   21099.898 RX    4F 03 6B 00 30 0C
   21120.245 RX    B2 00 00 00
   21120.296 TX    7D
   21130.460 RX    7D 7D 21
   21150.799 RX    40 0A FF 91 00
   21171.155 RX    58 FF FF 01 00
   21181.314 RX    89 64 00 00 29
   21201.649 RX    FF 00 30 80 7C
   21211.823 RX    95 00 26 00 26 00 26 00
   21232.173 RX    26 00 00 00
   21232.223 TX    80
   21242.382 RX    80 80 1C
   21262.719 RX    00 00 86 72 72 FF
   21283.098 RX    65 78 25 00 80
   21293.408 RX    01 00 00 00
   21313.854 RX    1D 81 4F 03 6B 00
   21324.214 RX    30 0C B2 00 00 00
   21324.264 TX    7D
   21344.639 RX    7D 7D 21 40
   21354.814 RX    0A FF 91 00 58
   21375.170 RX    FF FF 01 00
   21395.532 RX    89 64 00 00 29
   21405.734 RX    FF 00 30 80 7C 95
   21426.187 RX    00 26 00 26 00 26 00 26 00
   21436.465 RX    00 00
   21436.510 TX    80
   21456.906 RX    80 80 1C 00 00 86
   21467.145 RX    71 72 FF 65
   21487.496 RX    78 25 00 80 01
   21508.158 RX    00 00 00 1D 81
   21519.140 RX    4F 03 6B 00 30 0C
   21539.603 RX    B2 00 00 00
   21539.648 TX    7D
   21549.819 RX    7D 7D
   21570.309 RX    21 40 0A FF 91
   21580.489 RX    00 58 FF FF 01
   21601.491 RX    00 89 64 00 00
   21611.744 RX    29 FF 00 30 80
   21632.163 RX    7C 95 00 26 00 26 00
   21642.400 RX    26 00 26 00 00 00
   21642.492 TX    80
   21662.985 RX    80 80 1C 00 00 86
   21683.521 RX    71 72 FF 65 78
   21693.699 RX    25 00 80 01 00
   21714.162 RX    00 00 1D 81
   21724.302 RX    4F 03 6B 00 30 0C B2
   21744.713 RX    00 00 00
   21744.766 TX    7D
   21754.868 RX    7D 7D 21
   21775.245 RX    40 0A FF 91 00
   21795.616 RX    58 FF FF 01 00
   21805.798 RX    89 64 00 00
   21826.209 RX    29 FF 00 30 80
   21836.400 RX    7C 95 00 26 00 26 00 26 00
   21856.749 RX    26 00 00 00
   21856.796 TX    80
   21866.971 RX    80 80 1C
   21887.318 RX    00 00 86 71 72
   21907.669 RX    FF 65 78 25 00
   21917.852 RX    80 01 00 00 00
   21938.294 RX    1D 81 4F 03 6B 00
   21948.485 RX    30 0C B2 00 00 00
   21948.545 TX    7D
   21968.876 RX    7D 7D 21 40
   21979.063 RX    0A FF 91 00 58
   21999.428 RX    FF FF 01 00 89
   22020.565 RX    64 00 00 29 FF
   22030.811 RX    00 30 80 7C 95 00
   22051.201 RX    26 00 26 00 26 00 26 00
   22061.376 RX    00 00
   22061.419 TX    80
   22081.740 RX    80 80 1C 00 00
   22091.906 RX    86 71 72 FF 65
   22112.253 RX    78 25 00 80 01
   22122.556 RX    00 00 00 1D 81
   22142.915 RX    4F 03 6B 00 30
   22163.285 RX    0C B2 00 00 00
   22163.327 TX    7D
   22173.575 RX    7D 7D
   22193.906 RX    21 40 0A FF 91
   22204.083 RX    00 58 FF FF 01
   22224.443 RX    00 89 64 00
   22234.615 RX    00 29 FF 00 30
   22254.945 RX    80 7C 95 00 26 00 26 00
   22275.288 RX    26 00 26 00 00 00
   22275.326 TX    80
   22285.482 RX    80 80
   22305.823 RX    1C 00 00 86 71 72
   22315.996 RX    FF 65 78 25
   22336.294 RX    00 80 01 00 00
   22346.464 RX    00 1D 81 4F 03 6B
   22366.794 RX    00 30 0C B2 00 00
   22387.133 RX    00
   22387.164 TX    7D
   22397.303 RX    7D 7D 21
   22417.646 RX    40 0A FF 91
   22427.821 RX    00 58 FF FF 01
   22448.160 RX    00 89 64 00 00
   22458.303 RX    29 FF 00 30 80
   22478.635 RX    7C 95 00 26 00 26 00 26
   22498.968 RX    00 26 00 00 00
   22499.001 TX    80
   22509.164 RX    80 80
   22529.779 RX    1C 00 00 86 71 72
   22539.967 RX    FF 65 78 24 00
